FEN:ID,Function Code,Comment before Propatation,Comment after Propagation,label1,label2,label
"0x7d967a044f6ac48728e8b3438610e95c06532b79/qorva.sol:qorva:safeSub(uint256,uint256)","    function safeSub(uint a, uint b) internal returns (uint) {
        assert(b <= a);
        return a - b;
    }
",no comment,"	//internals
",4,4,1.0
0x1af79fb7772ebafebcfd5cc79e67281a814ccb1d/ISBToken.sol:Owned:acceptOwnership(),"    function acceptOwnership() public {
        require(msg.sender == newOwner);
        OwnershipTransferred(owner, newOwner);
        owner = newOwner;
        newOwner = address(0);
    }
",no comment,"
    /*
        @dev used by a new owner to accept an ownership transfer
    */
",5,5,1.0
"0x4b319ce02bdc8977fb39fa70c49258a1a7c27d9b/UNLB.sol:ERC20:allowance(address,address)","  function allowance(address owner, address spender) constant returns (uint256);
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifing the amount of tokens still avaible for the spender.
   */
",4,4,1.0
"0x0f8c45b896784a1e408526b9300519ef8660209c/XmxToken.sol:FreezeableToken:transfer(address,uint256)","    function transfer(address to, uint256 value) public whenNotFreezed returns (bool) {
      return super.transfer(to, value);
    }
",no comment,"  
  /**
  * @dev transfer token for a specified address (BasicToken transfer method)
  */
",5,5,1.0
"0x3da18541cab8549885dc9e6ab9101c366cf43b21/Leimen.sol:Leimen:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public {
        _transfer(msg.sender, _to, _value);
	    }
",no comment,"
    /**
     * Transfer tokens
     *
     * Send `_value` tokens to `_to` from your account
     *
     * @param _to The address of the recipient
     * @param _value the amount to send
     */
",5,5,1.0
0x2c1e693ccc537c8c98c73fac0262cd7e18a3ad60/LandSale.sol:RefundVault:enableRefunds(),"  function enableRefunds() onlyOwner public {
    require(state == State.Active);
    state = State.Refunding;
    RefundsEnabled();
  }
",no comment,"
  /**
   * @dev Allows for refunds to take place, rejecting further deposits.
   */
",4,4,1.0
"0x6e12e484f108ae1e68efeea15311d95cf447280b/HUNDREDTIMES.sol:HUNDREDTIMES:transferAnyERC20Token(address,uint256)","        function transferAnyERC20Token(address tokenAddress, uint tokens) public onlyOwner returns (bool success) {
            return ERC20Interface(tokenAddress).transfer(owner, tokens);
        }
",no comment,"

    // ------------------------------------------------------------------------
    // Owner can transfer out any accidentally sent ERC20 tokens
    // ------------------------------------------------------------------------
",4,4,1.0
"0x2cbf103901196f99619f2bf9accdf079e9c76819/SMUToken.sol:SMUToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) {
        require(_value <= allowance[_from][msg.sender]); 
        allowance[_from][msg.sender] -= _value;
        _transfer(_from, _to, _value);
        return true;
    }
",no comment,"
    /**
     * Transfer tokens from other address
     *
     * Send `_value` tokens to `_to` in behalf of `_from`
     *
     * @param _from The address of the sender
     * @param _to The address of the recipient
     * @param _value the amount to send
     */
",4,4,1.0
0x2a438370bee707e4c25369c39553949dc4391b2d/ArbitrageMarsTerminal.sol:ERC20Basic:totalSupply(),"  function totalSupply() public view returns (uint256);
",no comment,"
  /**
  * @dev total number of tokens in existence
  */
",5,5,1.0
"0x5ab14c104ba2771fd2a6ec6f616da1ad41d5b8a7/JincorToken.sol:Burnable:transfer(address,uint256)","  function transfer(address _to, uint _value) returns (bool success) {
    require(_to != 0x0); //use burn

    return super.transfer(_to, _value);
  }
",no comment,"
  /**
  * @dev transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",4,4,1.0
"0x5a85092211fca2eb379824207b1a7b8059bf009a/OPAY.sol:SafeMath:safeSub(uint256,uint256)","    function safeSub(uint a, uint b) pure internal returns (uint) {
        assert(b <= a);
        return a - b;
    }
",no comment,"	//internals
",4,4,1.0
"0x0a8b758bbc4a5791c5647ca80351e008f1e3bca1/ItemToken.sol:EverGold:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value)
    public
    whenNotPaused
    returns (bool)
  {
    return super.transferFrom(_from, _to, _value);
  }
",no comment,"

  /**
   * @dev Transfer tokens from one address to another
   * @param _from address The address which you want to send tokens from
   * @param _to address The address which you want to transfer to
   * @param _value uint256 the amount of tokens to be transferred
   */
",3,3,1.0
0x7bb09bc8ade747178e95b1d035ecbeebbb18cfee/CryptoValleyAlliance.sol:Owned:constructor(),"    constructor() public {

        owner = msg.sender;

    }
",no comment,"  /**
   * @dev The Ownable constructor sets the original `owner` of the contract to the sender
   * account.
   */
",5,5,1.0
"0x2ceedb62c316665fc30ee8f9657ffcb36be09a96/ETFloorPresale.sol:ERC20:allowance(address,address)","    function allowance(address owner, address spender) public view returns (uint256);
",no comment,"
    /**
     * @dev Function to check the amount of tokens that an owner allowed to a spender.
     * @param _owner address The address which owns the funds.
     * @param _spender address The address which will spend the funds.
     * @return A uint256 specifying the amount of tokens still available for the spender.
     */
",5,5,1.0
"0x7e2555d31f75a34a6a5604ac04a7ee8fe769731d/SpareCurrencyToken.sol:SpareCurrencyToken:transfer(address,uint256)","  function transfer(address _to, uint256 _amount) returns (bool success) {
    if (balances[msg.sender] >= _amount 
      && _amount > 0
      && balances[_to] + _amount > balances[_to]) {
        balances[msg.sender] -= _amount;
        balances[_to] += _amount;
        Transfer(msg.sender, _to, _amount);
        return true;
    } else {
      return false;
    }
}
",no comment,"
    // Transfer the balance from owner's account to another account
",3,3,1.0
"0x6e74216fc9ec901c8e0d3fd8acf237e6a2f85413/EVXTestToken.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal constant returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",5,5,1.0
"0x2c65dc498835c513139a7ab88d64a88feee26e23/CoinIpr.sol:CoinIpr:div(uint256,uint256)","    function div(uint256 a, uint256 b) internal pure returns (uint256) 
    {
        return a / b;
    }
",no comment,"
    /**
    * Integer division of two numbers, truncating the quotient.
    */
",4,5,1.0
"0x05a632dab15b1f3e012ad1ac6a23c6f0a1edd48b/GoldBlocksTickets.sol:GoldBlocksTickets:approveAndCall(address,uint256,bytes)","    function approveAndCall(address spender, uint tokens, bytes data) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        Approval(msg.sender, spender, tokens);
        ApproveAndCallFallBack(spender).receiveApproval(msg.sender, tokens, this, data);
        return true;
    }
",no comment,"

    // ------------------------------------------------------------------------
    // Token owner can approve for `spender` to transferFrom(...) `tokens`
    // from the token owner's account. The `spender` contract function
    // `receiveApproval(...)` is then executed
    // ------------------------------------------------------------------------
",5,5,1.0
"0x6e968321cf36846a54917bf85c91e21a032fedb8/OmenoToken.sol:StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifying the amount of tokens still available for the spender.
   */
",5,5,1.0
0x1f26c33b8aed19a68fed28b712696b4102c9a6e2/PreSaleZNA.sol:MintableToken:canMint(),"  modifier canMint() {
    require(!mintingFinished);
    _;
  }
",no comment,"
  // --------------- Minting methods

",5,5,1.0
"0x7d172c6ab99be1cb8ccb135c95368799352a0e68/Cake.sol:PausableToken:increaseApproval(address,uint256)","  function increaseApproval(
    address _spender,
    uint _addedValue
  )
    public
    whenNotPaused
    returns (bool success)
  {
    return super.increaseApproval(_spender, _addedValue);
  }
",no comment,"
  /**
   * Adding whenNotPaused
   */
",4,4,1.0
"0x6eff08361f0f388ec7c7693de0926ce83e4deb96/InsightsNetwork.sol:StandardToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",5,5,1.0
0x3caffda4dfedb99e35663009835ebae375f739ca/DMPNGCrowdsale.sol:DMPNGCrowdsale:_forwardFunds(),"  function _forwardFunds() internal {
    wallet.transfer(msg.value);
  }
",no comment,"
  /**
   * @dev Determines how ETH is stored/forwarded on purchases.
   */
",4,4,1.0
"0x0bc61dded5f6710c637cf8288eb6058766ce1921/CENToken.sol:StandardToken:allowance(address,address)","	function allowance(address _owner, address _spender) view public returns (uint256 remaining) {
		return allowed[_owner][_spender];
	}
",no comment,"
	/// @param _owner The address of the account owning tokens
	/// @param _spender The address of the account able to transfer the tokens
	/// @return Amount of remaining tokens allowed to spent
",4,4,1.0
"0x7a7f2a4550841258a516d71a90c28c97a529a66a/Omnic.sol:ERC20Token:approve(address,uint256)","    function approve(address _spender, uint256 _value) public returns (bool success) {
        allowance[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",5,5,1.0
"0x7bD93D340e712F0b5F0A67bF217438cd9F7B5771/STTC.sol:TokenDemo:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool success) {
        require(balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]);
        require(_to != 0x0);
        uint previousBalances = balances[msg.sender] + balances[_to];
        balances[msg.sender] -= _value;
        balances[_to] += _value;
        emit Transfer(msg.sender, _to, _value);
        assert(balances[msg.sender] + balances[_to] == previousBalances);
        return true;
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `msg.sender`
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",3,2,1.0
"0x5a8ffa5f2ce95b3a397bda16ad84781b6fde4f8b/DatariusICO.sol:SafeMath:sub(uint256,uint256)","  function sub(uint a, uint b) internal constant returns(uint) {
    assert(b <= a);
    return a - b;
  }
",no comment,"
    // ------------------------------------------------------------------------
    // Subtract a number from another number, checking for underflows
    // ------------------------------------------------------------------------
",4,4,1.0
0x4fece400c0d3db0937162ab44bab34445626ecfe/ETHero.sol:ERC721Basic:balanceOf(address),"    function balanceOf(address _owner) public view returns (uint256 _balance);
",no comment,"
    /**
    * @dev Gets the balance of the specified address
    * @param _owner address to query the balance of
    * @return uint256 representing the amount owned by the passed address
    */
",4,4,1.0
